Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,orientation.x,orientation.y,orientation.z,orientation.w,orientation_covariance_0,orientation_covariance_1,orientation_covariance_2,orientation_covariance_3,orientation_covariance_4,orientation_covariance_5,orientation_covariance_6,orientation_covariance_7,orientation_covariance_8,angular_velocity.x,angular_velocity.y,angular_velocity.z,angular_velocity_covariance_0,angular_velocity_covariance_1,angular_velocity_covariance_2,angular_velocity_covariance_3,angular_velocity_covariance_4,angular_velocity_covariance_5,angular_velocity_covariance_6,angular_velocity_covariance_7,angular_velocity_covariance_8,linear_acceleration.x,linear_acceleration.y,linear_acceleration.z,linear_acceleration_covariance_0,linear_acceleration_covariance_1,linear_acceleration_covariance_2,linear_acceleration_covariance_3,linear_acceleration_covariance_4,linear_acceleration_covariance_5,linear_acceleration_covariance_6,linear_acceleration_covariance_7,linear_acceleration_covariance_8
1700026578.4053264,60737,1700026578,317001728,gx5_link,0.6617616415023804,0.131678968667984,0.13547013700008392,0.7255205512046814,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,-0.04185891151428223,0.024928223341703415,0.027808858081698418,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,-0.04748609252725727,-9.711791449654102,-0.750466338994354,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1700026578.4053729,60738,1700026578,327010816,gx5_link,0.6616408228874207,0.13166871666908264,0.1356920301914215,0.7255911231040955,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,-0.036785226315259933,0.026474181562662125,0.02369977906346321,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,-0.07195181790909264,-9.721544197383523,-0.7648014460779726,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1700026578.4054708,60739,1700026578,337020160,gx5_link,0.6615245342254639,0.13166789710521698,0.13588297367095947,0.72566157579422,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,-0.0366767980158329,0.02372102066874504,0.015822898596525192,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,-0.07209344116975552,-9.72130629697442,-0.7375847917199134,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1700026578.4059134,60740,1700026578,347031552,gx5_link,0.6613883972167969,0.13172633945941925,0.1360531449317932,0.7257432341575623,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,-0.03984726220369339,0.027430176734924316,0.006220693234354258,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,-0.07308806909713894,-9.741405666673183,-0.7038236110892147,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1700026578.406341,60741,1700026578,357038848,gx5_link,0.6612227559089661,0.1318170726299286,0.1362132728099823,0.7258475422859192,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,-0.04559813067317009,0.030531685799360275,-0.001031611580401659,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,-0.086335435742978,-9.780329563829302,-0.7116554737586528,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1700026578.4065378,60742,1700026578,367047936,gx5_link,0.6610137224197388,0.13189829885959625,0.1363675445318222,0.7259942293167114,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,-0.052954401820898056,0.030245264992117882,-0.004660329781472683,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,-0.0821024104162585,-9.751379948198794,-0.7620289126247167,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1700026578.4067144,60743,1700026578,377060096,gx5_link,0.6607949137687683,0.13197439908981323,0.13647568225860596,0.7261592149734497,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,-0.05629153922200203,0.025656942278146744,-0.010276062414050102,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,-0.06902659181188792,-9.683548520988225,-0.8156470325004309,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1700026578.406782,60744,1700026578,387067904,gx5_link,0.6605600118637085,0.1320437341928482,0.13653317093849182,0.7263495326042175,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,-0.05871793255209923,0.01795550435781479,-0.018434878438711166,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,-0.07007138815708458,-9.614318332895635,-0.8535822108801454,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1700026578.4079344,60745,1700026578,397077248,gx5_link,0.6603186726570129,0.13213062286376953,0.13651295006275177,0.7265568971633911,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,-0.060957785695791245,0.010553868487477303,-0.03262505307793617,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,-0.0898617284392938,-9.578286065527797,-0.8408796003691852,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1700026578.4259155,60746,1700026578,407094784,gx5_link,0.6600759029388428,0.1322852224111557,0.13645857572555542,0.7267595529556274,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,-0.06023327633738518,0.01356904860585928,-0.04504324123263359,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,-0.09650032620355486,-9.607397593721746,-0.7797155220933258,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1700026578.4315898,60747,1700026578,417103104,gx5_link,0.6598393321037292,0.13250336050987244,0.13642644882202148,0.7269406914710999,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,-0.056943804025650024,0.02430039457976818,-0.05187825858592987,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,-0.10655958259887993,-9.644195584765075,-0.7765645837817341,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1700026578.4416459,60748,1700026578,427112704,gx5_link,0.6596218347549438,0.13279807567596436,0.13641926646232605,0.7270856499671936,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,-0.048098135739564896,0.03848392143845558,-0.056027088314294815,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,-0.09446789792734198,-9.613435704842209,-0.7812474809009581,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1700026578.451722,60749,1700026578,437124352,gx5_link,0.6594393253326416,0.1331448256969452,0.13641032576560974,0.7271894216537476,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,-0.034258220344781876,0.04772312939167023,-0.060800258070230484,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,-0.07281020657040645,-9.581142624002695,-0.8207040966942906,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1700026578.4566238,60750,1700026578,447131648,gx5_link,0.6593030095100403,0.1335574835538864,0.13636471331119537,0.7272459268569946,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,-0.01772572658956051,0.0540071465075016,-0.06992781907320023,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,-0.021842076047090812,-9.543071544283627,-0.8578739167246967,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1700026578.4674327,60751,1700026578,457140480,gx5_link,0.6592378616333008,0.1340402513742447,0.13630716502666473,0.727226972579956,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0037960601039230824,0.06203153356909752,-0.07631637156009674,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.01417495265242178,-9.547502804729342,-0.8767477632164955,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1700026578.4795506,60752,1700026578,467151360,gx5_link,0.6592419147491455,0.13456931710243225,0.13619676232337952,0.7271462678909302,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.02636520005762577,0.06380517780780792,-0.08622636646032333,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.03851044838386587,-9.559113163024186,-0.9300740605387836,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1700026578.486651,60753,1700026578,477158656,gx5_link,0.659313440322876,0.13513492047786713,0.13603641092777252,0.7270064949989319,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.04518764838576317,0.06140049546957016,-0.09374973177909851,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.04923258913471363,-9.678684714344143,-0.9150744981970638,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1700026578.4976673,60754,1700026578,487168256,gx5_link,0.6594132781028748,0.1357313096523285,0.13589626550674438,0.7268311381340027,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.05356934294104576,0.06654179841279984,-0.09389563649892807,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.06633287748219445,-9.749899938774108,-0.8838919358827173,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1700026578.5160794,60755,1700026578,497185792,gx5_link,0.6595292687416077,0.13636650145053864,0.13576632738113403,0.7266311645507812,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.06085933744907379,0.07463403791189194,-0.09564908593893051,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.09884907215363345,-9.849057063096762,-0.8631118173781782,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1700026578.5217125,60756,1700026578,507194112,gx5_link,0.6596391797065735,0.13698796927928925,0.13568146526813507,0.7264304161071777,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.061705369502305984,0.07943081855773926,-0.0889175534248352,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.13614264642787166,-9.918923795527219,-0.9270806508764624,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1700026578.5316458,60757,1700026578,517203968,gx5_link,0.6597529649734497,0.13756640255451202,0.13561932742595673,0.7262293100357056,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.06200895085930824,0.07776075601577759,-0.07877746969461441,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.19036705250050873,-9.903564898353814,-0.9686574736941606,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1700026578.542553,60758,1700026578,527217664,gx5_link,0.6598712801933289,0.13809794187545776,0.13553957641124725,0.7260357141494751,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.06375322490930557,0.07109123468399048,-0.073185995221138,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.2436780791884288,-9.865556946998835,-1.0185266162998974,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1700026578.5481625,60759,1700026578,537224704,gx5_link,0.6600006222724915,0.13859044015407562,0.13542094826698303,0.7258464097976685,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.06548067182302475,0.06003151088953018,-0.07095830142498016,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.2993017667328939,-9.853390708386897,-1.0351371940348297,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1700026578.5573778,60760,1700026578,547233536,gx5_link,0.6601366996765137,0.13904739916324615,0.13523124158382416,0.7256706357002258,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0670304074883461,0.04541006684303284,-0.07483264058828354,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.32896018821988254,-9.8336560803473,-1.0748382861085235,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1700026578.569281,60761,1700026578,557244416,gx5_link,0.6602956652641296,0.13943535089492798,0.13497881591320038,0.7254985570907593,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0698293074965477,0.027491427958011627,-0.07513720542192459,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.2942320622531697,-9.922491717141867,-1.09368845946379,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1700026578.5768464,60762,1700026578,567251968,gx5_link,0.6605115532875061,0.1397467404603958,0.13471056520938873,0.725291907787323,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.07669726759195328,0.013943059369921684,-0.06797350198030472,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.26286263559721407,-9.947918419343232,-1.0174640285696834,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1700026578.5878787,60763,1700026578,577261312,gx5_link,0.6607465744018555,0.14004185795783997,0.13447381556034088,0.7250648736953735,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.07839138805866241,0.012773032300174236,-0.06275424361228943,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.22962670268332586,-9.953433967894314,-0.9310060806918888,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1700026578.6081886,60764,1700026578,587272960,gx5_link,0.6609874367713928,0.14039774239063263,0.13428948819637299,0.7248106002807617,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.08026248961687088,0.025793664157390594,-0.062100667506456375,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.2607294960260391,-9.939880074316262,-0.819335657885298,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
