Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,magnetic_field.x,magnetic_field.y,magnetic_field.z,magnetic_field_covariance_0,magnetic_field_covariance_1,magnetic_field_covariance_2,magnetic_field_covariance_3,magnetic_field_covariance_4,magnetic_field_covariance_5,magnetic_field_covariance_6,magnetic_field_covariance_7,magnetic_field_covariance_8
1700026234.8422675,26538,1700026234,823233280,gx5_link,0.659998893737793,0.20585854351520538,0.2610323131084442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700026234.8516722,26539,1700026234,833246976,gx5_link,0.6599538326263428,0.20591221749782562,0.26125872135162354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700026234.8616705,26540,1700026234,843262464,gx5_link,0.659094512462616,0.20567911863327026,0.26215165853500366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700026234.87335,26541,1700026234,853278976,gx5_link,0.6586802005767822,0.20556671917438507,0.2625822126865387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700026234.881705,26542,1700026234,863292928,gx5_link,0.658075213432312,0.20564526319503784,0.26208314299583435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700026234.891583,26543,1700026234,873308416,gx5_link,0.6577835083007812,0.2056831419467926,0.2618424892425537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700026234.9029808,26544,1700026234,883326720,gx5_link,0.6579774618148804,0.20624007284641266,0.2624478340148926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700026234.915542,26545,1700026234,893340928,gx5_link,0.6581282615661621,0.20660088956356049,0.26286327838897705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700026234.9253979,26546,1700026234,903361792,gx5_link,0.658202588558197,0.20668825507164001,0.2631606459617615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700026234.9319003,26547,1700026234,913379328,gx5_link,0.6582390666007996,0.2066904753446579,0.2633487582206726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700026234.9416804,26548,1700026234,923392512,gx5_link,0.6580952405929565,0.2065403312444687,0.2635438144207001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700026234.9519076,26549,1700026234,933408256,gx5_link,0.6578570008277893,0.2063097357749939,0.2637470066547394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700026234.962456,26550,1700026234,943425536,gx5_link,0.6576722860336304,0.2061670422554016,0.2639007568359375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700026234.9716058,26551,1700026234,953438720,gx5_link,0.6573866605758667,0.20600958168506622,0.2641318440437317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700026234.9831622,26552,1700026234,963453952,gx5_link,0.6572489142417908,0.20593366026878357,0.2642432749271393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700026234.9916735,26553,1700026234,973470464,gx5_link,0.6573906540870667,0.20551106333732605,0.26429834961891174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700026235.0074055,26554,1700026234,983484416,gx5_link,0.657459020614624,0.20530730485916138,0.2643248736858368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700026235.015393,26555,1700026234,993504768,gx5_link,0.6580042839050293,0.2054150104522705,0.26439669728279114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700026235.0217657,26556,1700026235,3521792,gx5_link,0.6583548784255981,0.2055022269487381,0.26444143056869507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700026235.0316582,26557,1700026235,13536000,gx5_link,0.6588481068611145,0.2054058462381363,0.2643181085586548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700026235.044372,26558,1700026235,23552000,gx5_link,0.6592352986335754,0.20529557764530182,0.2641918957233429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700026235.0549688,26559,1700026235,33569024,gx5_link,0.6590936779975891,0.20525038242340088,0.2642694413661957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700026235.0616682,26560,1700026235,43582208,gx5_link,0.6586819887161255,0.20523691177368164,0.26445165276527405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700026235.0716574,26561,1700026235,53597184,gx5_link,0.6584479808807373,0.20524752140045166,0.2644653916358948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700026235.0817857,26562,1700026235,63613440,gx5_link,0.6582351922988892,0.20530074834823608,0.2642633616924286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700026235.0917947,26563,1700026235,73626880,gx5_link,0.6581326127052307,0.2053264081478119,0.2641659379005432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700026235.115557,26564,1700026235,83650304,gx5_link,0.6589508056640625,0.2056376338005066,0.26418760418891907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700026235.1158285,26565,1700026235,93667072,gx5_link,0.659345269203186,0.20578770339488983,0.26419806480407715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700026235.1216226,26566,1700026235,103681024,gx5_link,0.6567792296409607,0.20613811910152435,0.26414433121681213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700026235.1319172,26567,1700026235,113696512,gx5_link,0.6550698280334473,0.20635470747947693,0.2641083300113678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700026235.1420395,26568,1700026235,123713792,gx5_link,0.6536961793899536,0.20634222030639648,0.26438215374946594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700026235.1517427,26569,1700026235,133726976,gx5_link,0.6527806520462036,0.20628231763839722,0.2646483778953552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700026235.1682317,26570,1700026235,143744000,gx5_link,0.6536845564842224,0.20625457167625427,0.26477545499801636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700026235.1712499,26571,1700026235,153760000,gx5_link,0.6555277705192566,0.2062423974275589,0.2648353576660156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700026235.1816745,26572,1700026235,163774464,gx5_link,0.6552358865737915,0.20631259679794312,0.26482802629470825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700026235.210941,26573,1700026235,173789184,gx5_link,0.6517722010612488,0.20656053721904755,0.2647225260734558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700026235.2109668,26574,1700026235,186803200,gx5_link,0.6496090888977051,0.20671848952770233,0.2647394835948944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700026235.216299,26575,1700026235,196818176,gx5_link,0.6479834914207458,0.20684510469436646,0.2649631202220917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700026235.2231479,26576,1700026235,206830336,gx5_link,0.6486964225769043,0.20687240362167358,0.26497703790664673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700026235.233238,26577,1700026235,216844544,gx5_link,0.6532526612281799,0.20679061114788055,0.26471948623657227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700026235.2440386,26578,1700026235,226860288,gx5_link,0.6554494500160217,0.20675118267536163,0.26459529995918274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700026235.253406,26579,1700026235,236872192,gx5_link,0.6510042548179626,0.206663578748703,0.26447030901908875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700026235.26369,26580,1700026235,246886400,gx5_link,0.6488609910011292,0.20662133395671844,0.2644100487232208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700026235.2744496,26581,1700026235,256902400,gx5_link,0.6475954055786133,0.20676659047603607,0.26389795541763306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700026235.28617,26582,1700026235,266920448,gx5_link,0.6469454169273376,0.20686499774456024,0.26356828212738037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700026235.2932715,26583,1700026235,276934144,gx5_link,0.6504948735237122,0.2067844271659851,0.2636963725090027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700026235.307573,26584,1700026235,286949376,gx5_link,0.6539865732192993,0.2066865861415863,0.26389041543006897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700026235.311212,26585,1700026235,296961280,gx5_link,0.6525478363037109,0.20692579448223114,0.26388221979141235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700026235.3244898,26586,1700026235,306976768,gx5_link,0.6485877633094788,0.20734073221683502,0.26377180218696594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700026235.3337867,26587,1700026235,316992000,gx5_link,0.6467127203941345,0.20758922398090363,0.26355165243148804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700026235.3419368,26588,1700026235,327004416,gx5_link,0.6459053754806519,0.2078453153371811,0.26297563314437866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700026235.356247,26589,1700026235,337018880,gx5_link,0.6455160975456238,0.2079687863588333,0.26269790530204773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700026235.3634903,26590,1700026235,347034624,gx5_link,0.6496315002441406,0.20768144726753235,0.2631971836090088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700026235.3760574,26591,1700026235,357052416,gx5_link,0.6516157984733582,0.20754289627075195,0.2634379267692566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700026235.3827715,26592,1700026235,367065856,gx5_link,0.6484314203262329,0.20827393233776093,0.26361510157585144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700026235.3933938,26593,1700026235,377080832,gx5_link,0.6461867094039917,0.20876306295394897,0.26371097564697266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700026235.4022498,26594,1700026235,387092736,gx5_link,0.6454737782478333,0.20890438556671143,0.26390233635902405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700026235.4184504,26595,1700026235,397108224,gx5_link,0.6453002095222473,0.2089289426803589,0.26406151056289673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700026235.4231765,26596,1700026235,407123456,gx5_link,0.6475821733474731,0.20876474678516388,0.2643093168735504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700026235.431166,26597,1700026235,417135616,gx5_link,0.6511572003364563,0.208501398563385,0.26460781693458557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700026235.4435198,26598,1700026235,427149824,gx5_link,0.6520868539810181,0.20849163830280304,0.2646593749523163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700026235.4542675,26599,1700026235,433169664,gx5_link,0.6503000259399414,0.2088167667388916,0.2644244134426117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700026235.4661493,26600,1700026235,443191296,gx5_link,0.6494385004043579,0.20897354185581207,0.26431113481521606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700026235.477687,26601,1700026235,453208832,gx5_link,0.6501727104187012,0.208578959107399,0.2643279433250427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700026235.4828396,26602,1700026235,463227904,gx5_link,0.650526762008667,0.20838873088359833,0.2643360495567322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700026235.4918191,26603,1700026235,473243648,gx5_link,0.6524760127067566,0.20820346474647522,0.2643989622592926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700026235.5048594,26604,1700026235,483262720,gx5_link,0.6537205576896667,0.2080981284379959,0.2644394040107727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700026235.5138376,26605,1700026235,493282048,gx5_link,0.6536271572113037,0.20827937126159668,0.26426514983177185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700026235.5222268,26606,1700026235,503298304,gx5_link,0.6532624959945679,0.20847369730472565,0.2640918493270874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700026235.5403037,26607,1700026235,513316608,gx5_link,0.6534477472305298,0.20855920016765594,0.2639734447002411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700026235.5435557,26608,1700026235,523336192,gx5_link,0.6539148092269897,0.20859183371067047,0.2638799250125885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700026235.5561273,26609,1700026235,533357568,gx5_link,0.6538046002388,0.2086649388074875,0.26381638646125793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700026235.5630012,26610,1700026235,543374848,gx5_link,0.6528074145317078,0.20886161923408508,0.2637338936328888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700026235.5734026,26611,1700026235,553393408,gx5_link,0.6523265838623047,0.20895645022392273,0.2636941373348236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700026235.5825794,26612,1700026235,563409152,gx5_link,0.6524911522865295,0.20937436819076538,0.2636024057865143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700026235.6001253,26613,1700026235,573428224,gx5_link,0.6525705456733704,0.20957587659358978,0.26355817914009094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700026235.60358,26614,1700026235,583447040,gx5_link,0.6522627472877502,0.20978954434394836,0.2635970711708069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700026235.6109488,26615,1700026235,593462784,gx5_link,0.6520551443099976,0.20991253852844238,0.2636261284351349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700026235.6227486,26616,1700026235,603480320,gx5_link,0.6525511741638184,0.21004371345043182,0.2632523477077484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700026235.6445608,26617,1700026235,613499904,gx5_link,0.6530650854110718,0.21014010906219482,0.2628934383392334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700026235.6445913,26618,1700026235,623515136,gx5_link,0.6528517007827759,0.210288867354393,0.26247870922088623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700026235.661469,26619,1700026235,633540096,gx5_link,0.6522663831710815,0.21046759188175201,0.26202592253685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700026235.6654038,26620,1700026235,643558400,gx5_link,0.6520026326179504,0.21050292253494263,0.2617151737213135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700026235.674727,26621,1700026235,653573632,gx5_link,0.6519274711608887,0.21037684381008148,0.26130518317222595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700026235.6852527,26622,1700026235,663590656,gx5_link,0.6518912315368652,0.21031606197357178,0.26110750436782837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700026235.6948674,26623,1700026235,673609472,gx5_link,0.6526136994361877,0.2102128565311432,0.2622835636138916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700026235.7047434,26624,1700026235,683625216,gx5_link,0.6529620289802551,0.21016310155391693,0.26285064220428467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700026235.7152512,26625,1700026235,693642752,gx5_link,0.6524428725242615,0.2100905328989029,0.2611343264579773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700026235.7295601,26626,1700026235,703661824,gx5_link,0.6520748138427734,0.21004723012447357,0.2599659264087677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700026235.7425947,26627,1700026235,719683072,gx5_link,0.6522567868232727,0.21011172235012054,0.2594364285469055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700026235.7565887,26628,1700026235,729703168,gx5_link,0.6526978611946106,0.2102423757314682,0.25920796394348145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700026235.7589102,26629,1700026235,739721728,gx5_link,0.651816189289093,0.21039175987243652,0.2603636384010315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700026235.765491,26630,1700026235,749736704,gx5_link,0.6512043476104736,0.2104782909154892,0.2611379623413086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700026235.7774699,26631,1700026235,759753728,gx5_link,0.6510442495346069,0.21068499982357025,0.2602531313896179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700026235.7903523,26632,1700026235,769772288,gx5_link,0.6510292291641235,0.2108606994152069,0.25924667716026306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700026235.7955906,26633,1700026235,779786496,gx5_link,0.651155412197113,0.21081800758838654,0.2587272524833679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700026235.8073595,26634,1700026235,789802496,gx5_link,0.6513559222221375,0.21066415309906006,0.25844112038612366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700026235.8196154,26635,1700026235,799821312,gx5_link,0.6513974070549011,0.21072718501091003,0.25885826349258423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700026235.831398,26636,1700026235,809841920,gx5_link,0.6512621641159058,0.21114377677440643,0.2606218457221985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700026235.8381522,26637,1700026235,819858432,gx5_link,0.6511969566345215,0.2113446593284607,0.2614721655845642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700026235.8492484,26638,1700026235,829876480,gx5_link,0.6504995226860046,0.21112965047359467,0.26004713773727417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700026235.8574758,26639,1700026235,839891712,gx5_link,0.6501632332801819,0.21102596819400787,0.25936007499694824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700026235.8704119,26640,1700026235,849908224,gx5_link,0.6499456763267517,0.21087157726287842,0.259632408618927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700026235.8791573,26641,1700026235,859926272,gx5_link,0.649831235408783,0.21077924966812134,0.2598671317100525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700026235.8863451,26642,1700026235,869941504,gx5_link,0.649819016456604,0.21091389656066895,0.26123693585395813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700026235.8982728,26643,1700026235,879958528,gx5_link,0.6498328447341919,0.21106138825416565,0.26247653365135193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700026235.9101694,26644,1700026235,889977088,gx5_link,0.649543046951294,0.21119771897792816,0.26234912872314453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700026235.922337,26645,1700026235,899997696,gx5_link,0.6490931510925293,0.21133171021938324,0.26152917742729187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700026235.9336345,26646,1700026235,910013696,gx5_link,0.649070143699646,0.21137693524360657,0.2614670991897583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700026235.9397914,26647,1700026235,920032512,gx5_link,0.6496050357818604,0.21134421229362488,0.262375146150589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700026235.9451382,26648,1700026235,930046976,gx5_link,0.6498628854751587,0.2113284468650818,0.2628130316734314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700026235.9590912,26649,1700026235,940064256,gx5_link,0.6487134099006653,0.2112264633178711,0.26394417881965637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700026235.969485,26650,1700026235,950082048,gx5_link,0.6481591463088989,0.2111772894859314,0.2644895315170288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700026235.976154,26651,1700026235,960096768,gx5_link,0.648580014705658,0.2111339122056961,0.26384714245796204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700026235.988285,26652,1700026235,970113280,gx5_link,0.6489008069038391,0.21110963821411133,0.26338234543800354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700026235.9994318,26653,1700026235,980131840,gx5_link,0.6495212912559509,0.2107410877943039,0.2634977400302887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700026236.0050104,26654,1700026235,990145536,gx5_link,0.6500351428985596,0.21039895713329315,0.2637098729610443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700026236.0205562,26655,1700026236,162560,gx5_link,0.6502484679222107,0.21032845973968506,0.26391538977622986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700026236.0376234,26656,1700026236,10181376,gx5_link,0.6503152847290039,0.2103932946920395,0.26412248611450195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700026236.0376568,26657,1700026236,20195840,gx5_link,0.650488018989563,0.21043799817562103,0.26420360803604126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700026236.046871,26658,1700026236,30211584,gx5_link,0.6509668827056885,0.2104974091053009,0.26419004797935486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700026236.0594552,26659,1700026236,40229120,gx5_link,0.6511979103088379,0.21052604913711548,0.26418352127075195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700026236.0661297,26660,1700026236,50243840,gx5_link,0.651046097278595,0.21022583544254303,0.26375800371170044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700026236.077987,26661,1700026236,60260352,gx5_link,0.6509729027748108,0.210081085562706,0.26355281472206116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700026236.0937502,26662,1700026236,70279680,gx5_link,0.6509347558021545,0.21017621457576752,0.26387545466423035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700026236.095744,26663,1700026236,80293120,gx5_link,0.6509159207344055,0.21025033295154572,0.2641032338142395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700026236.1103697,26664,1700026236,90310144,gx5_link,0.6508616209030151,0.2102419137954712,0.26387473940849304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700026236.1195416,26665,1700026236,100328192,gx5_link,0.6508145928382874,0.21021752059459686,0.2636086344718933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700026236.124858,26666,1700026236,110342144,gx5_link,0.650693953037262,0.21017803251743317,0.2637222409248352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700026236.137491,26667,1700026236,120357888,gx5_link,0.6505333781242371,0.2101299911737442,0.2640300989151001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700026236.1595402,26668,1700026236,130376192,gx5_link,0.6504231095314026,0.20997397601604462,0.2641235291957855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700026236.1595984,26669,1700026236,140390400,gx5_link,0.650277316570282,0.20952482521533966,0.26401379704475403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700026236.1672416,26670,1700026236,150406400,gx5_link,0.6502070426940918,0.20930828154087067,0.2639608681201935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
